ID	Log2FoldChange	PValue
ENSG00000254987	-2.38	0.021566466
ENSG00000277287	0.88	0.021566466
ENSG00000149541	-0.44	0.021580398
ENSG00000214212	1.4	0.021604705
ENSG00000155011	1.6	0.021605003
ENSG00000184371	-0.4	0.021623844
ENSG00000134324	-0.63	0.021627339
ENSG00000185352	-4.05	0.021629938
ENSG00000229474	1.16	0.021634942
ENSG00000178307	-0.39	0.021672783
ENSG00000271930	1.01	0.021777809
ENSG00000180611	-0.54	0.021844132
ENSG00000140332	0.44	0.021862895
ENSG00000166340	0.28	0.021874351
ENSG00000198944	1.55	0.021890898
ENSG00000105607	-0.47	0.021890898
ENSG00000105204	0.37	0.021903983
ENSG00000162961	-0.42	0.021909477
ENSG00000215018	-2.42	0.021910781
ENSG00000119977	0.44	0.021910781
ENSG00000100813	0.29	0.021910781
ENSG00000121417	0.55	0.022102697
ENSG00000235863	-0.56	0.022232847
ENSG00000178028	0.48	0.022233359
ENSG00000223458	1.86	0.022253254
ENSG00000160218	-0.31	0.022253254
ENSG00000125772	0.56	0.022254063
ENSG00000027697	-0.41	0.022275452
ENSG00000180139	-1.32	0.0222873
ENSG00000183010	0.69	0.022308618
ENSG00000180694	-0.69	0.022400593
ENSG00000181019	0.73	0.022400593
ENSG00000213949	-0.6	0.022413256
ENSG00000115271	-0.57	0.022430186
ENSG00000188112	-0.6	0.022430186
ENSG00000146242	0.44	0.022430186
ENSG00000106443	0.37	0.022430186
ENSG00000167702	-0.68	0.022430186
ENSG00000170631	0.47	0.022430186
ENSG00000107249	-0.38	0.022430186
ENSG00000165072	-2.3	0.022430186
ENSG00000282164	1.49	0.022542196
ENSG00000105726	-0.33	0.022604487
ENSG00000185972	1.42	0.022620168
ENSG00000261888	0.72	0.022620168
ENSG00000136868	-0.43	0.022628272
ENSG00000133104	-0.44	0.022628272
ENSG00000107362	-0.46	0.02279278
ENSG00000081026	0.34	0.022819923
ENSG00000095951	0.52	0.022822144
ENSG00000008710	-0.52	0.022822144
ENSG00000132326	1.09	0.022870911
ENSG00000198691	-1.18	0.022895423
ENSG00000079950	-0.46	0.022901463
ENSG00000184785	-0.58	0.022901463
ENSG00000189339	0.46	0.023153483
ENSG00000167468	0.37	0.023220462
ENSG00000174132	-0.5	0.023246723
ENSG00000112343	-0.3	0.023356334
ENSG00000145506	-1.4	0.023380231
ENSG00000184916	1.17	0.023429786
ENSG00000182575	-1.26	0.023443778
ENSG00000124370	0.48	0.023515874
ENSG00000178301	0.88	0.023536541
ENSG00000157827	-0.52	0.023564597
ENSG00000228801	0.92	0.023564597
ENSG00000244486	-0.55	0.023593336
ENSG00000139644	-0.31	0.023629068
ENSG00000149488	-1.06	0.023703936
ENSG00000229619	-0.72	0.023729608
ENSG00000106991	0.42	0.023822789
ENSG00000167196	0.46	0.023822789
ENSG00000161513	0.96	0.023822789
ENSG00000172292	-0.58	0.023860437
ENSG00000006831	-0.24	0.023889228
ENSG00000130005	0.38	0.023898381
ENSG00000154856	-1.77	0.023915773
ENSG00000196743	-0.37	0.024045001
ENSG00000115946	-0.71	0.0241453
ENSG00000205730	-0.4	0.024146211
ENSG00000102401	0.3	0.024207155
ENSG00000080947	0.49	0.02423388
ENSG00000269959	1.68	0.024236303
ENSG00000109680	0.73	0.024258044
ENSG00000116604	-0.35	0.024345696
ENSG00000121690	0.63	0.024352469
ENSG00000169756	0.44	0.024426968
ENSG00000078177	-0.41	0.024445816
ENSG00000116690	-1.74	0.024459135
ENSG00000279059	-0.7	0.024486134
ENSG00000130202	-0.33	0.024486134
ENSG00000125753	-0.47	0.024531784
ENSG00000196739	0.98	0.024544258
ENSG00000168661	0.84	0.024640483
ENSG00000213341	-0.35	0.024713577
ENSG00000143416	0.62	0.024718905
ENSG00000204304	0.35	0.024718905
ENSG00000087903	0.68	0.024718905
ENSG00000196663	-0.26	0.024812318
ENSG00000280099	-1.59	0.024844873
ENSG00000177432	0.56	0.024871047
ENSG00000120705	-0.29	0.024978687
ENSG00000135052	0.36	0.025018161
ENSG00000106105	0.32	0.025184585
ENSG00000119514	1.15	0.025235738
ENSG00000120800	-0.56	0.025235738
ENSG00000196196	-1.4	0.025239275
ENSG00000151743	0.82	0.025239275
ENSG00000189420	-1.52	0.025239275
ENSG00000164164	-0.39	0.025248735
ENSG00000113389	-0.95	0.025248735
ENSG00000111602	0.48	0.025248735
ENSG00000163320	-0.32	0.02547383
ENSG00000104343	-0.44	0.02547383
ENSG00000181800	-0.9	0.02547383
ENSG00000196136	-1.77	0.025799203
ENSG00000023697	-0.32	0.025801313
ENSG00000174370	0.73	0.025821769
ENSG00000139329	0.86	0.025879779
ENSG00000147679	-0.33	0.025945654
ENSG00000266865	0.69	0.025945654
ENSG00000131408	-0.36	0.025945654
ENSG00000166171	0.47	0.026087744
ENSG00000096063	-0.25	0.026163391
ENSG00000228798	1.82	0.026163391
ENSG00000163637	-0.6	0.026250861
ENSG00000132824	-0.42	0.026259309
ENSG00000100221	-0.39	0.026259309
ENSG00000160867	0.65	0.026367995
ENSG00000157578	1.1	0.026378381
ENSG00000151327	-0.46	0.026478328
ENSG00000166949	0.39	0.026478769
ENSG00000103342	-0.24	0.026490401
ENSG00000090238	-0.37	0.026491271
ENSG00000180938	0.79	0.026499849
ENSG00000170017	-0.86	0.026625738
ENSG00000171681	0.39	0.026625738
ENSG00000211574	1.65	0.026625738
ENSG00000054277	-0.8	0.026653915
ENSG00000150630	0.44	0.026734962
ENSG00000110931	-0.28	0.026837424
ENSG00000272356	-1.13	0.026861277
ENSG00000166986	0.36	0.026894573
ENSG00000198909	-0.5	0.026911791
ENSG00000131016	0.97	0.026944037
ENSG00000187607	0.56	0.026986913
ENSG00000108602	2.45	0.027001603
ENSG00000126882	1.1	0.027007573
ENSG00000146416	0.39	0.02701797
ENSG00000109814	-0.4	0.027039398
ENSG00000099326	0.39	0.027039398
ENSG00000006788	-3.1	0.027045518
ENSG00000108946	-0.27	0.027045518
ENSG00000169057	-0.31	0.027047009
ENSG00000136014	-0.5	0.027055103
ENSG00000018189	0.31	0.027082466
ENSG00000139154	0.27	0.027130435
ENSG00000106415	-0.59	0.027170169
ENSG00000168306	0.37	0.027201007
ENSG00000106484	1.79	0.027201007
ENSG00000120899	-1.1	0.027201007
ENSG00000103978	-0.41	0.027201007
ENSG00000278619	-0.6	0.027201007
ENSG00000166394	-0.43	0.027338263
ENSG00000169129	2.03	0.027368184
ENSG00000169689	-0.5	0.027368184
ENSG00000100350	0.46	0.027368184
ENSG00000272744	-1.66	0.027383359
ENSG00000148484	-0.37	0.027492111
ENSG00000171163	0.47	0.027570919
ENSG00000153317	-0.3	0.027582898
ENSG00000108829	-0.49	0.027650187
ENSG00000157036	-0.55	0.027730775
ENSG00000010818	0.35	0.027758952
ENSG00000196588	-0.4	0.027758952
ENSG00000116212	-0.28	0.027767701
ENSG00000255508	0.76	0.027767701
ENSG00000204947	0.45	0.027802784
ENSG00000198203	1.49	0.027857685
ENSG00000073169	-0.47	0.027857685
ENSG00000130956	-0.57	0.028056762
ENSG00000011454	-0.45	0.028056762
ENSG00000022267	-0.51	0.028133929
ENSG00000206573	0.42	0.028269717
ENSG00000189241	0.25	0.028269717
ENSG00000106077	0.56	0.028269717
ENSG00000107679	-0.33	0.028269717
ENSG00000170647	1.07	0.028269717
ENSG00000198551	0.38	0.028280748
ENSG00000130487	2.82	0.028280748
ENSG00000182158	-0.55	0.028312146
ENSG00000119392	-0.32	0.028323465
ENSG00000169297	3.18	0.028431266
ENSG00000236255	0.97	0.028439383
ENSG00000105792	-0.85	0.028514306
ENSG00000145907	-0.3	0.028547137
ENSG00000163017	-1.93	0.028558511
ENSG00000039560	-0.53	0.028603174
ENSG00000158552	0.39	0.028607444
ENSG00000153250	-0.28	0.028659185
ENSG00000122085	0.33	0.028659185
ENSG00000254858	-0.49	0.028659185
ENSG00000148399	0.31	0.028665805
ENSG00000152484	-0.53	0.028700813
ENSG00000167193	-0.27	0.028700813
ENSG00000135315	0.36	0.028757323
ENSG00000147655	1.48	0.028757323
ENSG00000122741	-0.25	0.028757323
ENSG00000102316	0.38	0.02881052
ENSG00000012822	-0.42	0.028861308
ENSG00000005812	-0.47	0.028896016
ENSG00000072195	0.51	0.028940565
ENSG00000063587	-0.37	0.028971133
ENSG00000188428	0.35	0.028992491
ENSG00000177595	0.72	0.029017009
ENSG00000259673	-1.02	0.02912567
ENSG00000079435	-1	0.0292824
ENSG00000149177	-0.54	0.029284979
ENSG00000163527	-0.34	0.029294368
ENSG00000171150	0.46	0.029383767
ENSG00000180773	-0.33	0.029547257
ENSG00000163131	0.98	0.029631462
ENSG00000170035	0.33	0.029631462
ENSG00000225383	-1.98	0.029631462
ENSG00000129353	-0.55	0.029631462
ENSG00000163877	-0.37	0.029642178
ENSG00000069667	-0.49	0.02976826
ENSG00000270605	1.52	0.029781712
ENSG00000155749	-1.02	0.029817047
ENSG00000153721	0.71	0.029818905
ENSG00000170085	-0.45	0.029836904
ENSG00000197948	-0.29	0.0298689
ENSG00000225032	-1.02	0.029897201
ENSG00000180354	-0.46	0.029965122
ENSG00000122420	0.72	0.030281012
ENSG00000179242	-1.4	0.030327541
ENSG00000187792	0.48	0.030327541
ENSG00000071205	-0.47	0.030384263
ENSG00000101367	-0.27	0.030384263
ENSG00000101557	-0.24	0.030475571
ENSG00000141380	-0.22	0.030475571
ENSG00000243279	0.4	0.030475571
ENSG00000009780	-0.58	0.030478751
ENSG00000005007	-0.24	0.030593337
ENSG00000247077	-0.35	0.030719886
ENSG00000273162	1.67	0.030721669
ENSG00000178184	1.13	0.030789147
ENSG00000198952	-0.33	0.030872566
ENSG00000112561	0.78	0.030872566
ENSG00000162650	-0.52	0.030913256
ENSG00000091831	1.21	0.030957427
ENSG00000011304	-0.35	0.030960655
ENSG00000159346	-0.35	0.031051638
ENSG00000119630	1.2	0.031051638
ENSG00000082996	-0.33	0.031074701
ENSG00000237187	0.47	0.031074701
ENSG00000179241	-0.54	0.031074701
ENSG00000099998	-2.42	0.031074701
ENSG00000171227	2.14	0.031079531
ENSG00000072135	-0.49	0.031172669
ENSG00000220563	1.6	0.031179184
ENSG00000280073	1.95	0.031179184
ENSG00000134138	0.82	0.031194228
ENSG00000168310	-0.35	0.031196935
ENSG00000139055	-2.06	0.031240652
ENSG00000197046	2.62	0.031240652
ENSG00000164465	0.53	0.031252335
ENSG00000196371	-0.57	0.031264382
ENSG00000140995	-0.25	0.031271544
ENSG00000128917	-3.7	0.031496005
ENSG00000168679	0.95	0.031559895
ENSG00000069329	0.2	0.031656501
ENSG00000223802	1.97	0.031693301
ENSG00000174899	-0.78	0.03173006
ENSG00000111726	-0.32	0.031733475
ENSG00000116761	-0.94	0.031749054
ENSG00000138587	0.68	0.031844919
ENSG00000115183	0.47	0.031867817
ENSG00000163565	0.44	0.031898577
ENSG00000054118	0.2	0.031914852
ENSG00000102974	0.27	0.031938792
ENSG00000166946	-0.43	0.03203132
ENSG00000165943	-0.38	0.03203895
ENSG00000115129	0.31	0.032249074
ENSG00000134247	0.78	0.032296598
ENSG00000131467	-0.32	0.032341046
ENSG00000157916	-0.22	0.032444462
ENSG00000079134	0.34	0.032444462
ENSG00000004799	-2.55	0.03250138
ENSG00000077235	0.21	0.032543756
ENSG00000186998	2.21	0.032543756
ENSG00000065802	-0.31	0.032621595
ENSG00000155090	0.62	0.032621595
ENSG00000259319	1.45	0.032621595
ENSG00000131043	-0.25	0.032621595
ENSG00000112531	-0.24	0.032675736
ENSG00000104671	-0.35	0.032675736
ENSG00000176102	0.43	0.032749557
ENSG00000185880	0.44	0.032749557
ENSG00000188786	-0.28	0.032781209
ENSG00000138071	-0.29	0.032787075
ENSG00000106348	-0.44	0.032790949
ENSG00000126804	-0.3	0.032795461
ENSG00000186340	0.56	0.03282828
ENSG00000135801	-0.43	0.032836156
ENSG00000132535	0.32	0.032862165
ENSG00000101224	0.57	0.032872283
ENSG00000240498	1.15	0.032908645
ENSG00000103365	0.41	0.032997406
ENSG00000251669	0.89	0.033031013
ENSG00000144802	-0.55	0.033106069
ENSG00000107372	-0.8	0.033106069
ENSG00000196923	-0.59	0.033137005
ENSG00000223820	1.38	0.0331442
ENSG00000172531	-0.36	0.03318848
ENSG00000013561	-0.32	0.033451114
ENSG00000133858	-0.3	0.033468995
ENSG00000108846	-0.81	0.033468995
ENSG00000170775	-1.49	0.033487428
ENSG00000174780	0.2	0.033558452
ENSG00000101938	-1.1	0.033558452
ENSG00000138160	0.59	0.03357505
ENSG00000065665	0.46	0.033612243
ENSG00000165775	-0.3	0.033729289
ENSG00000167543	-0.5	0.033778213
ENSG00000101134	0.94	0.033903925
ENSG00000276529	-1.52	0.033903925
ENSG00000198846	0.59	0.033904368
ENSG00000149809	-0.83	0.033964121
ENSG00000124486	-0.42	0.033964121
ENSG00000182263	0.53	0.034024803
ENSG00000204386	0.4	0.034025533
ENSG00000159200	-1.15	0.034025533
ENSG00000240809	-0.94	0.034103015
ENSG00000117697	0.33	0.034135084
ENSG00000205726	-0.44	0.034146923
ENSG00000110108	-0.34	0.034170302
ENSG00000009335	-0.21	0.03422254
ENSG00000204842	-0.39	0.034265243
ENSG00000117385	0.36	0.034286286
ENSG00000134853	-0.6	0.034350702
ENSG00000221978	-0.29	0.034406489
ENSG00000151694	-0.49	0.034467553
ENSG00000185267	0.8	0.034467553
ENSG00000126773	0.23	0.034540505
ENSG00000279207	0.49	0.034557111
ENSG00000104885	-0.35	0.034597102
ENSG00000058063	-0.37	0.034693062
ENSG00000049656	-0.27	0.034693062
ENSG00000091622	0.84	0.034693062
ENSG00000242802	-0.3	0.034869777
ENSG00000205683	0.95	0.034869777
ENSG00000162383	0.62	0.03487585
ENSG00000133028	-0.29	0.034965011
ENSG00000088876	-0.33	0.034965011
ENSG00000241878	-0.35	0.034965011
ENSG00000099785	-0.49	0.034978722
ENSG00000172757	-0.4	0.03502083
ENSG00000142065	0.52	0.035052474
ENSG00000092068	-0.88	0.035076005
ENSG00000103876	0.4	0.035107373
ENSG00000256223	0.64	0.03552078
ENSG00000178053	0.75	0.035656851
ENSG00000168386	0.63	0.035789437
ENSG00000168010	0.49	0.035891181
ENSG00000168883	-0.3	0.035980864
ENSG00000267745	-0.95	0.036180362
ENSG00000182473	0.4	0.036287148
ENSG00000124164	-0.26	0.036287148
ENSG00000086544	-0.66	0.036323149
ENSG00000147874	-0.27	0.036344676
ENSG00000129473	-0.35	0.036356362
ENSG00000092445	0.47	0.036577434
ENSG00000196535	0.36	0.036577434
ENSG00000172828	1.87	0.036601294
ENSG00000156504	-0.36	0.03673923
ENSG00000127946	-0.5	0.036784599
ENSG00000231574	-1.12	0.036820124
ENSG00000237886	1.35	0.036820124
ENSG00000258399	0.84	0.036820124
ENSG00000127083	-1.79	0.036940566
ENSG00000243943	0.38	0.036943461
ENSG00000174501	0.65	0.03694959
ENSG00000174705	-0.65	0.03694959
ENSG00000156928	-0.35	0.03694959
ENSG00000053254	-0.38	0.03694959
ENSG00000178605	-0.35	0.037200062
ENSG00000144824	0.38	0.037271526
ENSG00000188596	1.03	0.037271526
ENSG00000126970	0.4	0.037281909
ENSG00000170629	0.81	0.037422233
ENSG00000188483	0.68	0.037457424
ENSG00000145990	-0.76	0.037520885
ENSG00000197044	0.36	0.037715205
ENSG00000272384	2.35	0.03773493
ENSG00000135018	-0.24	0.03773493
ENSG00000162066	0.61	0.037772101
ENSG00000205981	-0.33	0.037776266
ENSG00000122512	0.36	0.037842868
ENSG00000153560	-0.22	0.037985072
ENSG00000144891	-1.23	0.037985072
ENSG00000142634	-0.42	0.038133944
ENSG00000151276	-0.59	0.038144632
ENSG00000197497	0.63	0.038161269
ENSG00000215196	0.88	0.038169032
ENSG00000157796	-0.41	0.038241084
ENSG00000160172	0.89	0.038241084
ENSG00000157445	0.92	0.038288516
ENSG00000164122	-1.94	0.038288516
ENSG00000068120	-0.25	0.038288516
ENSG00000137960	-1.74	0.038654086
ENSG00000073536	0.5	0.038787945
ENSG00000142102	-0.46	0.03879642
ENSG00000260455	2.18	0.03883235
ENSG00000271447	-2.5	0.038862062
ENSG00000143382	-0.85	0.038899275
ENSG00000104415	0.85	0.038916765
ENSG00000189067	0.37	0.038920706
ENSG00000136267	3.24	0.038952286
ENSG00000010278	-0.57	0.039054421
ENSG00000182957	0.53	0.039077097
ENSG00000174564	0.73	0.03922532
ENSG00000005100	-0.37	0.039248787
ENSG00000073756	1.24	0.039251508
ENSG00000253540	1.05	0.039457235
ENSG00000104067	-0.31	0.039457235
ENSG00000161328	0.74	0.039457687
ENSG00000100968	0.5	0.039886996
ENSG00000129245	-0.27	0.039966275
ENSG00000097033	-0.42	0.040066474
ENSG00000148677	-3.86	0.040066474
ENSG00000278156	-0.68	0.040084153
ENSG00000145014	0.44	0.040109055
ENSG00000106780	-0.31	0.040109055
ENSG00000101079	0.52	0.040261867
ENSG00000013619	-0.35	0.040327381
ENSG00000166166	-0.34	0.040335565
ENSG00000237234	0.88	0.0403883
ENSG00000203485	-0.33	0.040414875
ENSG00000198947	-1.01	0.040414875
ENSG00000059145	-0.26	0.040424326
ENSG00000079102	0.37	0.040541314
ENSG00000148343	-0.39	0.040590314
ENSG00000221926	0.64	0.040782845
ENSG00000272325	-0.4	0.040874227
ENSG00000260807	1.73	0.040875779
ENSG00000148344	0.85	0.041073083
ENSG00000080824	0.41	0.041175389
ENSG00000264745	-1.52	0.041198718
ENSG00000159658	-0.27	0.041251379
ENSG00000106397	-0.32	0.041251379
ENSG00000093000	-0.39	0.041450414
ENSG00000087470	-0.26	0.041452158
ENSG00000105664	-2.08	0.041467947
ENSG00000124942	-0.32	0.041502029
ENSG00000198862	-0.59	0.041502029
ENSG00000172379	-0.56	0.041556848
ENSG00000134321	3.61	0.041566415
ENSG00000063127	0.89	0.041660439
ENSG00000176095	-0.24	0.041662545
ENSG00000183775	0.92	0.041897221
ENSG00000159915	0.88	0.041897221
ENSG00000144357	-0.28	0.041914672
ENSG00000213846	0.68	0.041914672
ENSG00000180628	-0.41	0.041914672
ENSG00000159082	0.4	0.041940726
ENSG00000125945	0.5	0.041978603
ENSG00000204560	-0.27	0.042027297
ENSG00000131732	0.4	0.042038705
ENSG00000120254	0.59	0.042203102
ENSG00000204314	0.55	0.042292744
ENSG00000101265	1.08	0.042292744
ENSG00000127527	0.27	0.042316486
ENSG00000114423	-0.49	0.042346114
ENSG00000182952	-0.29	0.042365988
ENSG00000171502	1	0.042366443
ENSG00000133835	-0.26	0.042366443
ENSG00000095319	0.3	0.042366443
ENSG00000203805	1.45	0.042366443
ENSG00000123983	0.45	0.04238546
ENSG00000103479	-0.34	0.04238546
ENSG00000100644	-0.57	0.042520873
ENSG00000198663	0.19	0.042547555
ENSG00000111452	-0.71	0.042554296
ENSG00000198074	1.45	0.042554437
ENSG00000078114	-3.28	0.042624848
ENSG00000151491	-0.52	0.042648822
ENSG00000103540	0.27	0.042651296
ENSG00000139826	-0.36	0.042672094
ENSG00000106477	0.38	0.042791112
ENSG00000144895	0.19	0.042795952
ENSG00000251602	0.69	0.042795952
ENSG00000163072	-1.04	0.042805007
ENSG00000136813	-0.31	0.042805007
ENSG00000277972	-0.4	0.042805007
ENSG00000177125	-0.31	0.042817092
ENSG00000189144	0.63	0.042857426
ENSG00000172399	-2.17	0.043034677
ENSG00000144644	2.15	0.043187202
ENSG00000109586	-0.35	0.043191027
ENSG00000174348	0.39	0.043271646
ENSG00000111696	-0.94	0.043430871
ENSG00000269958	-0.49	0.043649934
ENSG00000181523	0.21	0.043696095
ENSG00000136718	-0.3	0.043707165
ENSG00000136827	-0.25	0.043707165
ENSG00000040731	1.85	0.043777955
ENSG00000019144	-0.36	0.043802247
ENSG00000136643	0.26	0.043856952
ENSG00000099953	0.62	0.043856952
ENSG00000173040	-0.31	0.043967253
ENSG00000066855	-0.39	0.043970943
ENSG00000280798	-0.48	0.04403494
ENSG00000105997	0.7	0.044143423
ENSG00000146143	0.45	0.044155672
ENSG00000105559	0.57	0.044192977
ENSG00000134376	2.03	0.044222261
ENSG00000198919	0.25	0.044222261
ENSG00000111110	1.25	0.044222261
ENSG00000132965	-1.68	0.044222261
ENSG00000140265	0.28	0.044222261
ENSG00000124249	1.34	0.044222261
ENSG00000160219	-0.59	0.044222261
ENSG00000174791	0.54	0.04424096
ENSG00000138496	0.51	0.044259264
ENSG00000127837	-0.3	0.044299828
ENSG00000147905	0.35	0.044422908
ENSG00000134698	-0.29	0.044508346
ENSG00000048052	0.47	0.044508346
ENSG00000213024	0.32	0.044542659
ENSG00000101474	-0.26	0.04458568
ENSG00000110880	-0.31	0.044743356
ENSG00000242282	0.81	0.044827015
ENSG00000182154	-0.56	0.044842908
ENSG00000128039	-0.42	0.04485374
ENSG00000100842	0.65	0.04485374
ENSG00000173456	-0.28	0.044884762
ENSG00000148985	0.34	0.04504761
ENSG00000012660	-0.42	0.045153435
ENSG00000132334	-1.32	0.045153435
ENSG00000099904	-0.29	0.045289452
ENSG00000266239	-2.37	0.04543492
ENSG00000166402	0.41	0.045541327
ENSG00000180525	-1.54	0.045541333
ENSG00000143393	0.26	0.045587294
ENSG00000197557	0.51	0.045587294
ENSG00000260630	0.83	0.045646435
ENSG00000080546	0.25	0.045712878
ENSG00000154479	-1.19	0.045881082
ENSG00000173320	1.09	0.045881082
ENSG00000168701	-0.33	0.045909778
ENSG00000128694	0.5	0.0459688
ENSG00000100578	0.34	0.046198406
ENSG00000248932	0.92	0.046264266
ENSG00000173083	-1.36	0.046264266
ENSG00000102098	0.61	0.046473188
ENSG00000177565	0.29	0.046524244
ENSG00000109133	-0.28	0.046730728
ENSG00000072310	0.76	0.046730728
ENSG00000181804	-0.52	0.046742425
ENSG00000008513	0.57	0.047009838
ENSG00000255197	-1.02	0.047009838
ENSG00000198542	-1.01	0.047009838
ENSG00000131508	-0.3	0.04725454
ENSG00000187801	1.06	0.04752947
ENSG00000186480	1.03	0.047625856
ENSG00000103248	0.43	0.047673646
ENSG00000185803	-0.42	0.047766312
ENSG00000134242	-2.14	0.047789706
ENSG00000137497	0.26	0.047998843
ENSG00000166170	-0.24	0.048012842
ENSG00000175782	-0.32	0.048047004
ENSG00000180992	0.43	0.048332468
ENSG00000226121	-1.76	0.048479148
ENSG00000117899	-0.28	0.048479148
ENSG00000131634	-0.76	0.048489762
ENSG00000149548	0.97	0.048581275
ENSG00000068001	0.25	0.048618833
ENSG00000205189	-0.54	0.04879138
ENSG00000005471	1.18	0.04879244
ENSG00000127314	-0.31	0.04879244
ENSG00000137547	-0.38	0.048819821
ENSG00000004846	1.86	0.04888098
ENSG00000026297	0.47	0.048932511
ENSG00000111490	1.55	0.048932511
ENSG00000175048	0.53	0.049020043
ENSG00000136628	0.28	0.049128461
ENSG00000216775	0.75	0.049128461
ENSG00000263528	0.44	0.049450297
ENSG00000135074	-0.53	0.049668964
ENSG00000258412	2.28	0.049699035
ENSG00000080823	0.58	0.049760232
ENSG00000231312	-0.54	0.049767657
ENSG00000213190	0.62	0.049816738
ENSG00000169902	0.46	0.049909754
ENSG00000251301	-2.39	0.050000783
ENSG00000130958	-0.35	0.050038323
ENSG00000125375	-0.52	0.050038323
ENSG00000042088	0.41	0.050038323
ENSG00000182628	0.35	0.050045011
ENSG00000169871	-0.27	0.050046476
ENSG00000171148	-0.23	0.050108257
ENSG00000068028	-0.44	0.050144372
ENSG00000081386	0.34	0.050241816
ENSG00000103994	-0.51	0.050241816
ENSG00000155792	0.99	0.050356434
ENSG00000187720	0.74	0.050414278
ENSG00000147592	-0.62	0.05046434
ENSG00000250588	-1.05	0.050472192
ENSG00000234028	0.99	0.050599014
ENSG00000123636	0.37	0.050599014
ENSG00000109501	-0.52	0.051050764
ENSG00000254087	-0.67	0.051123613
ENSG00000261655	1.88	0.051128706
ENSG00000214717	-0.32	0.051139431
ENSG00000203943	1.38	0.051199347
ENSG00000263956	0.38	0.051199347
ENSG00000104320	0.33	0.051254113
ENSG00000182272	0.84	0.051254113
ENSG00000176428	0.6	0.051276488
ENSG00000272631	-0.71	0.051356647
ENSG00000120265	-0.31	0.051372308
ENSG00000256340	1.62	0.051372308
ENSG00000143748	0.35	0.051374995
ENSG00000109265	1.34	0.051411113
ENSG00000116127	0.41	0.051662342
ENSG00000148541	1.28	0.051721107
ENSG00000132963	-0.38	0.051721107
ENSG00000075415	-0.22	0.051755105
ENSG00000150540	-0.97	0.051895018
ENSG00000108788	-0.28	0.051895018
ENSG00000273599	-0.69	0.051986295
ENSG00000148429	0.3	0.052099222
ENSG00000138101	0.57	0.052147197
ENSG00000189058	-1.11	0.052265246
ENSG00000111321	-0.27	0.052354746
ENSG00000182985	1.49	0.052411027
ENSG00000131669	0.59	0.052916228
ENSG00000134058	-0.34	0.052931011
ENSG00000247572	0.67	0.053009806
ENSG00000198580	1.14	0.053053838
ENSG00000105655	0.62	0.053131982
ENSG00000187987	0.73	0.053162242
ENSG00000067221	0.29	0.053193466
ENSG00000257702	0.58	0.053227965
ENSG00000139292	-3.17	0.053274591
ENSG00000168874	-0.7	0.053282938
ENSG00000125835	-0.52	0.053282938
ENSG00000273117	2.15	0.053320515
ENSG00000100802	0.4	0.053323484
ENSG00000101126	0.24	0.053383765
ENSG00000159388	0.42	0.053458787
ENSG00000143226	1.27	0.053474513
ENSG00000172602	-1.97	0.053484686
ENSG00000105778	-0.29	0.053522057
ENSG00000156011	0.53	0.053522057
ENSG00000092094	0.3	0.053685551
ENSG00000144642	-0.27	0.053931258
ENSG00000060762	-0.44	0.053931258
ENSG00000100106	0.44	0.053931258
ENSG00000166387	-0.46	0.053982417
ENSG00000132541	0.64	0.054133399
ENSG00000144320	-0.3	0.054616874
ENSG00000179082	1.09	0.054677976
ENSG00000150510	-0.66	0.054685095
ENSG00000165269	2.56	0.054836437
ENSG00000197124	0.74	0.054956572
ENSG00000104081	0.69	0.055059822
ENSG00000246859	0.5	0.055133932
ENSG00000204536	0.31	0.055133932
ENSG00000261609	-0.41	0.055177128
ENSG00000184640	0.43	0.055248685
ENSG00000152284	0.37	0.055313982
ENSG00000185860	-2.72	0.055623084
ENSG00000257732	-1.12	0.055675974
ENSG00000176890	0.94	0.055727464
ENSG00000161281	-0.33	0.055735092
ENSG00000075651	0.62	0.055765171
ENSG00000241014	0.4	0.055773201
ENSG00000172530	0.5	0.055785481
ENSG00000185697	0.88	0.05579896
ENSG00000131069	-0.27	0.055891116
ENSG00000138092	0.54	0.055899081
ENSG00000134109	-0.36	0.055899081
ENSG00000079308	0.23	0.056140396
ENSG00000124357	0.36	0.056263186
ENSG00000084674	-1.35	0.056380705
ENSG00000151376	0.51	0.056545433
ENSG00000144161	0.56	0.056595383
ENSG00000138386	0.43	0.056595383
ENSG00000117298	-0.28	0.056613924
ENSG00000164949	-0.54	0.056624634
ENSG00000049540	-0.96	0.056881888
ENSG00000204335	2.61	0.056992382
ENSG00000197372	0.6	0.056992382
ENSG00000241990	-1.31	0.056992382
ENSG00000259956	0.23	0.057131133
ENSG00000173598	-0.78	0.057159289
ENSG00000023902	-0.42	0.05720992
ENSG00000100890	-0.46	0.057317797
ENSG00000142303	0.28	0.057317797
ENSG00000176387	1.94	0.057380398
ENSG00000077549	-0.27	0.057558605
ENSG00000111912	-0.56	0.057605213
ENSG00000177042	0.3	0.057626401
ENSG00000162267	-2.65	0.057630156
ENSG00000259495	1.34	0.057630156
ENSG00000181610	-0.29	0.057630156
ENSG00000174840	-0.29	0.057656384
ENSG00000177192	-0.63	0.057656384
ENSG00000198408	-0.35	0.057684412
ENSG00000078142	-0.3	0.057684412
ENSG00000162413	-0.44	0.057732314
ENSG00000182195	0.26	0.057754283
ENSG00000139718	-0.22	0.057859288
ENSG00000151116	-0.24	0.057938125
